Store,TFT_RMSPE,XGB_RMSPE,Ensemble_RMSPE
1,0.1034440642382719,0.18942182381672495,0.08784908334412811
2,0.11309588114064631,0.19890139746661137,0.11167862437156323
3,0.08635426377069118,0.2186877676258071,0.09769180364942567
4,0.09501317031065147,0.14544496955546707,0.07805291683856229
5,0.11214735221057699,0.1836061894440779,0.09382407634934992
6,0.10108001349785908,0.18663274967893886,0.08685954618691512
7,0.13242508932868527,0.1310947125150796,0.10220117904185037
8,0.08621669908871685,0.16634187465989492,0.08815400828508942
9,0.09130431759542927,0.1761077971818466,0.09224870630321269
10,0.11009514369030098,0.21591893707645554,0.11361924491394344
11,0.09700546303886369,0.16664847682047892,0.0880404470430087
12,0.14516893908811876,0.1704637328401033,0.13095817656504324
13,0.21174343650612282,0.38471111137950786,0.224354554307902
14,0.09753786230992195,0.13336122235348666,0.08295023417008221
15,0.10694233330575376,0.2136387316712205,0.1127624467707571
16,0.0807966095090914,0.16005955542060601,0.08568393529826357
17,0.11557538578613569,0.22997959350014444,0.1101376045175308
18,0.08313044825988589,0.17755984805161373,0.08776617776940596
19,0.10487854484674818,0.19600668629327797,0.09273486226187941
20,0.12897983258795334,0.18582135849744577,0.10669705490060803
21,0.1281510418999259,0.2891138426296789,0.14203957886602062
22,0.10759200793760612,0.22970824093839845,0.10251225190031185
23,0.1080175473314128,0.23612605592749486,0.10480963864382702
24,0.11193036043887934,0.19392548999045747,0.11432284120878193
25,0.08384791058108165,0.19246612142951683,0.08487983079370101
26,0.12024603585598784,0.2383858645848395,0.1187718720588581
27,0.15894348396758454,0.187217700373453,0.14467555581242023
28,0.08522925228398752,0.2039187461043679,0.07763787416005163
29,0.10748419521301228,0.1869744353768359,0.09903041052012888
30,0.11500794052221157,0.2437708388164243,0.11332279949568479
31,0.0815586923703071,0.1846459938678686,0.07223468159594343
32,0.09228924151228886,0.26635938980962387,0.1076439169266797
33,0.08424573819335247,0.17957965359923694,0.08922614057276151
34,0.08566118634099731,0.19184559856730246,0.07464904407758086
35,0.12717465577138415,0.15615685411019456,0.11677139244505401
36,0.12247267783096594,0.12089371686418209,0.09940153893567488
37,0.1297763263214017,0.22075606632570038,0.12554380694395645
38,0.08854122900150917,0.2346997652422737,0.09220274264018552
39,0.16510533156362062,0.20814463940414488,0.12650944503076042
40,0.11953685214415558,0.2675760522757224,0.12173967353967284
41,0.14423724083606015,0.2075062868639348,0.12837579636982832
42,0.12038486795493406,0.20973412000434008,0.12027328178058276
43,0.10550681762080835,0.24194304178615925,0.1057594938027329
44,0.13452563170942036,0.23855205116193887,0.12461386732915691
45,0.09797156455921863,0.21885667295162622,0.10609798737925752
46,0.2167362274025814,0.24339647182604737,0.1791987255654068
47,0.10137369856384461,0.17769754575218918,0.10337645280602248
48,0.10991281970907839,0.3145437043018408,0.11138477115428184
49,0.09676289485268655,0.21097705824458954,0.104608541125893
50,0.10712083999613341,0.26997510483044435,0.119852147306585
51,0.1071215540868421,0.17421574353637218,0.10282786779081964
52,0.14216681815931229,0.1843390190618066,0.12616450011719393
53,0.11212513013690163,0.21462130572566565,0.10547300224650173
54,0.1277464178930295,0.18217706622773608,0.1117110618181591
55,0.11429096784519285,0.20358115924927378,0.11284135944235932
56,0.08298042186926183,0.23239945043347668,0.10391053371995665
57,0.12829581873069332,0.1503349595780251,0.11160207101193903
58,0.16846805834603462,0.21833337253938315,0.15499821294428712
59,0.1218676161712894,0.2157648284495661,0.11710366515825775
60,0.1285947317645945,0.18614618257628252,0.12289200200285577
61,0.13523753154238377,0.18711330959013786,0.13166161901541573
62,0.08253086045836908,0.17668797646269016,0.08334916196998068
63,0.10614164445889235,0.2649930385070476,0.1188542530964239
64,0.08803204216824587,0.1883885909695389,0.08246568246996959
65,0.11026106926006744,0.18714043140671052,0.09971087430609601
66,0.09724651762687872,0.23603677432708675,0.11270954572078018
67,0.114183316505769,0.14939190229131677,0.10478323388761261
68,0.14204581405088343,0.14273586901071342,0.12070613718007964
69,0.08666587950479823,0.1666657717013131,0.08787309121280094
70,0.10301561356980554,0.18524067928111776,0.10039674765826824
71,0.07258540505951004,0.21872952689706,0.08076896115284364
72,0.15696611761552934,0.26780715128481036,0.1382235387917899
73,0.07331840993092521,0.19417498650919,0.07493387657810498
74,0.1127276930943762,0.22259315069841756,0.10797812359542365
75,0.08864234275502236,0.1349142303931958,0.08311487078756194
76,0.15503735108351027,0.17312825768074286,0.14377047591061665
77,0.11654445398238411,0.22476263728901258,0.1189545497353077
78,0.12432464258190526,0.25719840886953593,0.11110861933248778
79,0.10573957101787185,0.24251310116599734,0.11229573838775228
80,0.08071289188048823,0.2453018595611928,0.10201709106351435
81,0.10169063758113363,0.20162293960725533,0.09178115456095788
82,0.11019687262719649,0.252455071860284,0.12303448348621986
83,0.1300878535389089,0.3071168851675398,0.12410633134373915
84,0.080997482660154,0.15567141383467492,0.0718263642915317
85,0.09213461748394548,0.1879730032209391,0.0901342150821934
86,0.1633628263652135,0.266765928472998,0.1530342848806174
87,0.09720042089982167,0.17375266044245155,0.09132453670440598
88,0.08331985808443397,0.2778245247866903,0.08593409977129063
89,0.0931124539447464,0.1799241763359028,0.08896024467941782
90,0.10310249343927651,0.21562751937939034,0.10039601561291388
91,0.14535136044579164,0.2925515308159213,0.1404675372002261
92,0.09077068149975143,0.24920207837690064,0.09783728858031031
93,0.13093579828085325,0.2677609823399934,0.13162310245555325
94,0.0679451858438527,0.18518448839101156,0.070300252386155
95,0.09125418432954703,0.1569722308178502,0.07626316391651201
96,0.11981293454517258,0.23117073865220403,0.10681633129714249
97,0.09228119119630514,0.15026923066083353,0.08789802354060063
98,0.09117602023013147,0.20329530496915968,0.09693372715450643
99,0.113116768982165,0.2324721858067829,0.11753025894678101
100,0.1327365907259934,0.19738836792961117,0.12586066201393417
101,0.10639851660358265,0.19895017490773367,0.10261225172708685
102,0.15093230511078504,0.25288161223171285,0.14514820537525772
103,0.11935388004252574,0.13894248000456497,0.08679366284520845
104,0.08122709926812523,0.18637717455285865,0.08100219634521723
105,0.12127516402070584,0.19902433486707555,0.1041789034410174
106,0.09359391220241106,0.18635072420195906,0.09072811531116595
107,0.09149669714756224,0.22041001650856917,0.09301000800337153
108,0.09792666379418637,0.177342813001974,0.10159008110482431
109,0.08898220788078218,0.18466936020906666,0.08727648284478746
110,0.14221845713842854,0.19166348060839122,0.12867827046017108
111,0.09470467930884573,0.21887597502080416,0.10090495908867375
112,0.0946697942278805,0.18646750298873738,0.1035491612829349
113,0.1391299490221287,0.23141792577483744,0.13275508093216176
114,0.13256852281456058,0.22922438699539585,0.12561914467511082
115,0.09977227144139561,0.22125485561330632,0.1089079789824701
116,0.06703521737626507,0.18834460982088658,0.0722012914550752
117,0.11237182054995605,0.27424095899814216,0.10805892660230539
118,0.11895760882989705,0.21946867856878272,0.11739835948427002
119,0.10940389719929729,0.1789675014137098,0.09749853445018093
120,0.10739026805590335,0.2258333761246225,0.11955627408948118
121,0.11212271633665157,0.2622916425367373,0.1144139428142919
122,0.15390557980793954,0.12635992910879962,0.13583759056423889
123,0.09163409714606711,0.2750157666446997,0.09831311442296053
124,0.1612465803798173,0.3087189498894225,0.1566200174142432
125,0.09534313756755673,0.17156068661868928,0.09906145388223876
126,0.10486309066359353,0.2414140145357412,0.11025723869260738
127,0.16569383314356215,0.25918534679228833,0.14766299082622641
128,0.09301930934382832,0.18404404108881714,0.0995813513769854
129,0.16331202342334772,0.2195242086269708,0.15358987545882
130,0.10480870126831571,0.21031157533202535,0.09367563244855154
131,0.11693245154797638,0.23846166201671762,0.10198719705811235
132,0.08092142909188887,0.1790509984686907,0.08798452260500352
133,0.10238984435129016,0.18366435223671843,0.09029053575340194
134,0.06083219044555394,0.19359393969399713,0.06391059662980675
135,0.10425809688530722,0.22209960779202978,0.1096978572999816
136,0.12843429440855025,0.19475137084877864,0.10984266093693894
137,0.22452147892480168,0.19840034223116007,0.1858463037379751
138,0.08521589407741421,0.20737249309177105,0.08738059361886373
139,0.2147366064376664,0.3771125814747552,0.2345234163949847
140,0.09158033960955841,0.1480565420484537,0.08793400840551081
141,0.08551935253660342,0.17708032407301658,0.08185057438090768
142,0.09697794558349575,0.24105534051310562,0.09984979413975381
143,0.09890788982987236,0.2760738408844098,0.11928737883170078
144,0.12623160884014106,0.13902181188490847,0.10798506683347377
145,0.08041859559860635,0.17155515393735984,0.08319260362286125
146,0.08572649481966635,0.19023212219979221,0.08534824938050162
147,0.0616387376428643,0.17465900011994406,0.06591871305414328
148,0.05550405282447366,0.19423888903903394,0.06622582203861854
149,0.17879512804887635,0.2452847539191224,0.16764995485217007
150,0.10982212157677729,0.1588004688566352,0.09787183453491263
151,0.0816041775173883,0.1627317522820245,0.076649630611611
152,0.08517144850908846,0.22732951332366175,0.09186749120232543
153,0.156767090658571,0.2835780345352676,0.14991449831340914
154,0.09477532320950223,0.16192774828784579,0.09038035990578916
155,0.19495720836617636,0.31150659622238,0.1878978633977468
156,0.09250065017142897,0.26067070733382497,0.09611461969050042
157,0.07112888501314271,0.16637577211222612,0.07265904921415386
158,0.09201664094021539,0.17791444717927396,0.09643423813951206
159,0.07692489288027296,0.22078899593964613,0.08748384570804926
160,0.08208122801522863,0.19657532236252373,0.07863744453601303
161,0.09046014150071799,0.1684859507673479,0.08022106292217436
162,0.08938231224667421,0.22346135329272263,0.10126056977204527
163,0.10620445847118176,0.22739883529792926,0.10049881761237946
164,0.15709469520288993,0.20556013456775152,0.13965692316193337
165,0.08889612272073365,0.22344554734635516,0.08579967224432555
166,0.10674718130427414,0.15792808921992185,0.09872751117381288
167,0.10216821954665457,0.19112178499185564,0.10227754748379013
168,0.09814543777583572,0.23116021616967516,0.1128011000947478
169,0.0764858820866966,0.27290393451839107,0.09079141230615023
170,0.15629314892291082,0.23362073637837927,0.15183989156782882
171,0.09554055373063207,0.20092155119418528,0.09529353078006549
172,0.06896857334551067,0.19478566149054755,0.06622751115391341
173,0.09883289981956206,0.2180083965104787,0.10427937203433593
174,0.09889990515463808,0.17895171908012378,0.09714863888894787
175,0.08608559272127685,0.21244756286736313,0.09863410687514261
176,0.12486627006710194,0.27915429621819254,0.12200676296369811
177,0.10368665248901907,0.30653687769998955,0.10227994037902037
178,0.09162640255944984,0.17980754725569548,0.09185370016027071
179,0.10914265967233912,0.17041208856144496,0.10336233685472838
180,0.08339031688525418,0.2895460752345915,0.11316265615011617
181,0.14409769632726077,0.21553773455981964,0.12728231121789957
182,0.09061583943799296,0.2199730152948395,0.10052311726441043
183,0.3124112525785704,0.26422537522479567,0.25563152920015325
184,0.09454485194062957,0.17680457434151864,0.08783009026204443
185,0.153913306717913,0.22129401545323985,0.13921718621295695
186,0.0923865906387149,0.19952703754017667,0.09407205494382742
187,0.10188428555254864,0.1991963820433665,0.09374465629860632
188,0.1428022674753452,0.2648271444985866,0.14598401761945265
189,0.08817146900549634,0.16995992015097913,0.08836388761249474
190,0.08149876866510043,0.2227747780903663,0.08928997355790783
191,0.09501572929709849,0.190685752953692,0.09064704617887429
192,0.0878599130941351,0.13553777796106684,0.09365577158526432
193,0.13313876200887695,0.24842035581039768,0.1266555578577758
194,0.09206995881092257,0.1965616832135887,0.09490121596807878
195,0.07339354569101933,0.18819636507945986,0.07343790061840569
196,0.09640318580954836,0.15576296814386772,0.08772085910731546
197,0.10500018745344039,0.20057290413844242,0.10074181643828593
198,0.18420393463890805,0.6590116565340902,0.2033960136554941
199,0.08244577737886975,0.18019396010982944,0.08611799582576679
200,0.10674545917415976,0.21801779599738652,0.09112979902376425
201,0.1078769205922982,0.22716129158767673,0.09835558076420103
202,0.07770668905309142,0.16306175772106998,0.07894249737448261
203,0.0994117045202867,0.17117141056373938,0.09234782952562666
204,0.0827673933676844,0.2030828298799571,0.0905013094443652
205,0.08033950079016546,0.20546624289604287,0.08433417734385508
206,0.12231747647228416,0.19891567492458265,0.11813305295811796
207,0.08611476726292885,0.18285217871396872,0.0947390633507943
208,0.10741539223752111,0.19729183138193654,0.12706500936135026
209,0.14145706448605316,0.15787339801901917,0.1478199374607007
210,0.11396500958064472,0.3357347593903667,0.11516544638759381
211,0.07807930784278254,0.15646177145242363,0.08417812490734895
212,0.12463852451888381,0.2022062119609733,0.10365431898496404
213,0.1068514330344826,0.15808893040601324,0.10162058503028933
214,0.0953125235958216,0.19655469930018918,0.09462041561833714
215,0.17919813837569026,0.31968781831948107,0.17968216128408598
216,0.09378829338779116,0.20895833443018108,0.0901888242429587
217,0.08583948773274412,0.2545881233817883,0.0978847692213495
218,0.11096042903567943,0.2949649286653726,0.10797210206323779
219,0.10548705499512158,0.26470204609280285,0.11720660680390953
220,0.1512524677183951,0.26397419261155125,0.15123616064221473
221,0.0919596119020619,0.15563800661077784,0.08147308636823157
222,0.0898217182147905,0.19217597926821897,0.07667252599969027
223,0.11943549088578563,0.21767624096484317,0.117473591849878
224,0.08068719108976473,0.1701812942738848,0.08879373344090913
225,0.12306505369601266,0.16742941394704908,0.11705214411525108
226,0.10560254709189507,0.25415169212572786,0.11695811954873597
227,0.11265253723497216,0.2037193001217596,0.09674187688898907
228,0.07100916821877587,0.15795260882741782,0.07044209271562062
229,0.08856527476927195,0.14550096483401745,0.07979795042347082
230,0.07742814109647934,0.16501205659609533,0.07366259039593599
231,0.14970603426425935,0.2406066810011942,0.13725484447701625
232,0.17685266225478802,0.19804725361293396,0.13431707566680962
233,0.07957448465427891,0.19408215117167021,0.08563550277669596
234,0.12928343172719545,0.25672032675651857,0.13127336766248443
235,0.09999649050347761,0.22277754446550657,0.09618558578086038
236,0.08487536839835369,0.18766940784407166,0.08339014592336809
237,0.07696213582633904,0.176245836285691,0.07647317011933341
238,0.07909914430230021,0.19890115562682595,0.07656843478199452
239,0.07995928552162418,0.22988496264953043,0.08278720929891954
240,0.09067926936376208,0.2136512716803983,0.09532474446748761
241,0.09042538488828056,0.17615948962662267,0.076931870357922
242,0.11124420285115377,0.3093225023511938,0.12386524031933457
243,0.1492196224810564,0.23806191721222966,0.13774991565300204
244,0.18279454555605124,0.2554423544363061,0.15905009083373614
245,0.08051946189651271,0.11255891718560082,0.06328142817087952
246,0.09036093474225362,0.2017359928758786,0.08713351479479982
247,0.14157293594974338,0.18673061222798648,0.12587805447035913
248,0.12444366431122397,0.16604351856205815,0.11625046677990035
249,0.10046129801812316,0.18052489114624776,0.0891864586022412
250,0.11590585988294336,0.2048645054652948,0.11095962708668428
251,0.08901117411047213,0.14377875485073302,0.0852219821787552
252,0.07505938276231765,0.19005219532573267,0.08093241491930615
253,0.119539939116615,0.191900987562529,0.10969358602382688
254,0.15018201958619384,0.1987924702100128,0.12363706369531847
255,0.07418277820732658,0.20660094684498378,0.07033872586013605
256,0.13111609004633992,0.2314775842420216,0.13800075909673887
257,0.125771044073008,0.24695059555167076,0.12185109855889757
258,0.10618082662801179,0.19237327720329866,0.11202355278450264
259,0.05475834648021001,0.16250832541274216,0.06709056608461164
260,0.0677201253152926,0.1942187960740149,0.07135606689079829
261,0.09774915272706065,0.1706468319273281,0.09711771728256743
262,0.08310854432530114,0.19063689039186663,0.09371759846583319
263,0.08893697211948681,0.14777613112296767,0.10354137370750763
264,0.11143454999984803,0.21881603063090416,0.10970924589403379
265,0.1273255728167146,0.24913033622642852,0.12786973006684713
266,0.11585423154420646,0.18110060263190342,0.10829185527352847
267,0.1735425971556989,0.22014536063854914,0.1605305052739307
268,0.1266963358148524,0.21645553514461274,0.1177060680219191
269,0.3023636215549769,0.24355350952143398,0.25561160834132535
270,0.08039279288620194,0.14430095664080786,0.06908968707253714
271,0.14463359487301383,0.3523401726609339,0.14226673561237363
272,0.10546817262795645,0.21426869237697532,0.10133678830787611
273,0.08316829796690059,0.15706780031018316,0.06768836001692949
274,0.25848521422389376,0.14455939025416065,0.21795870199549305
275,0.10417524849371708,0.23328085398723247,0.11030452457060187
276,0.09906606016898654,0.17064261392602795,0.09718069675206378
277,0.13670708440812077,0.20677221736374587,0.12328088685856213
278,0.10598865208412532,0.18760000031113902,0.10052588827882426
279,0.2675527920684875,0.2542514101390726,0.23351203557930642
280,0.07339670624482061,0.13652575207965933,0.06561875742455113
281,0.08743653669757627,0.1857677115016921,0.08674703320451173
282,0.07587678356729634,0.17187019097476458,0.0757746270492962
283,0.139129720109856,0.24032209023278606,0.1374726401481625
284,0.10272659319606067,0.2138023265956997,0.09925199781864583
285,0.0926929837859175,0.21515926084799403,0.10071316871746284
286,0.19798183543501607,0.22347802207147166,0.1360665219093237
287,0.08807110408704383,0.1537406950020806,0.08573696659323174
288,0.18399739908632018,0.2576155538266412,0.16179948421564996
289,0.12070380273792698,0.225935867937454,0.11185006148024501
290,0.09084438641816078,0.21353124141618054,0.09253969025364284
291,0.08427554675761902,0.17523938911887849,0.08064738168724063
292,1.145215321305222,1.107293528399969,1.0530274086792246
293,0.09059435807023468,0.18357603988115526,0.08240895681345409
294,0.09836243157562626,0.15548995534658056,0.09786955211614375
295,0.09612637770345064,0.17580478710609343,0.10736280246041992
296,0.09049649364463336,0.1817142807277895,0.08874053235167653
297,0.09623492969728814,0.22389832468901982,0.10250487362839736
298,0.1254744319112165,0.214992401089055,0.12718990274997954
299,0.16218677893107689,0.12290560894086397,0.14190338375396197
300,0.11533900779578585,0.1932436002885652,0.11747206131945248
301,0.06956316882566412,0.1240003453488492,0.06903364940243191
302,0.14712069411175235,0.2016195233116792,0.12723659311113997
303,0.09574968422218207,0.21202434711791565,0.09170829548101048
304,0.09651937374733542,0.1747387547592011,0.09001934500207748
305,0.08983472179542133,0.2031785555924878,0.08726031252845379
306,0.08925725413915583,0.16047500811796617,0.09999776346367005
307,0.14679267310378324,0.4300681934357492,0.13347805228232149
308,0.12331562649900954,0.20115853844945306,0.1229775309228616
309,0.08391024828598215,0.21652349964946152,0.08880426420213265
310,0.10257369630229665,0.1505734339699286,0.10413570185389857
311,0.06955837840458595,0.13991554483756993,0.07339240149807476
312,0.0780251668258269,0.2140719825156048,0.0857007194781048
313,0.08826622503440192,0.1936960198429416,0.0809285928383852
314,0.10582755605766515,0.2083611215953618,0.10316502666211684
315,0.09999301394851008,0.24061000687050235,0.10353953300681594
316,0.08504245263335612,0.1625241371938631,0.0713523243757627
317,0.09554450651691113,0.17934543861237093,0.10278678326697645
318,0.11309880175088002,0.17114998322663483,0.10632193650664203
319,0.08511772649737893,0.1658152178558969,0.07913520929939447
320,0.09084305375421695,0.16238770339822167,0.09239350080863125
321,0.12171344811717871,0.17462940149485304,0.11104690163621612
322,0.10684552320765565,0.24352423447966684,0.10006557600197452
323,0.07741971895457639,0.15638128351720548,0.07439730451353546
324,0.14020561711282278,0.33322490910619484,0.13544594911254287
325,0.12466679194400389,0.24052156268213834,0.12576283770435925
326,0.07915423858887609,0.1532417594886449,0.08243605030361288
327,0.12550670963341215,0.19719389848243368,0.1174750285590075
328,0.08722979242861868,0.19651513782189106,0.09082366436178811
329,0.09532385581739519,0.22295752446842537,0.10039553736020183
330,0.11465050176410331,0.22720308277731954,0.10819631780414633
331,0.08904760828871992,0.14947986215534914,0.08355846931338429
332,0.10490156870605481,0.23204152291591573,0.07009776222620188
333,0.08099428243038859,0.13370788412594184,0.07870404858684607
334,0.0964154728859375,0.1629644846550307,0.09730938761364621
335,0.11899182582899034,0.1296243528997752,0.10755614403575912
336,0.07105902629267792,0.16645492242227866,0.07951417612329077
337,0.09808081810737719,0.17218903404087604,0.09808808413289831
338,0.11994075305972851,0.19877598676253067,0.11687924665806289
339,0.13948822161997385,0.21721541768261174,0.1312162492847435
340,0.08432431127534804,0.1911513418404129,0.08683229524073242
341,0.09525404650004765,0.1805173079760432,0.09338856765197036
342,0.07886882498506581,0.13698213084922736,0.07884727770724954
343,0.10334889372434955,0.21776599368967156,0.10549253228850061
344,0.08829574363864427,0.13874747810521385,0.08408305605639864
345,0.14272996276168756,0.22977138805423342,0.13995914778247026
346,0.08868311376081764,0.14138179936266895,0.08191370722754146
347,0.11655015419035226,0.17060485328825728,0.1103091629808127
348,0.13298327891014838,0.14390290663660266,0.11980449598552033
349,0.11496859231662648,0.11713076370960779,0.09255870202472004
350,0.11047930942182571,0.2718783238732336,0.13261463065250553
351,0.10347175112282103,0.2051091676518664,0.10042805805112136
352,0.07474165102176514,0.14630621180964665,0.07149677927442312
353,0.08191728004504818,0.14746428804702857,0.07714082213236184
354,0.07969638245867135,0.1870465523921515,0.07841316154529307
355,0.08212045710010067,0.13447840135574649,0.0698189951738792
356,0.07571734575518473,0.15221462023480994,0.07641288093328072
357,0.09216584076748105,0.15158624900939166,0.0875509179932851
358,0.08050236244072073,0.16534243905753776,0.07746408909263296
359,0.07400229749364148,0.16704265192258924,0.07630661684203917
360,0.09464464590578249,0.180947136693304,0.0927243154443789
361,0.1311522304104979,0.22232067189777097,0.11918522630197778
362,0.08370988614712259,0.1518681864831404,0.08197721367256523
363,0.10400958788158368,0.17948380283016344,0.09647742821375994
364,0.09951105839177012,0.16514002555177185,0.09370034065998802
365,0.09144015433497511,0.200924940131434,0.10034609503863748
366,0.10768568744411404,0.20849419693217908,0.08846942741769531
367,0.09307479247941532,0.2259119008096284,0.09561278236099391
368,0.12970693819697893,0.21369346966560618,0.13115005086235004
369,0.07586989814188246,0.16652244913724135,0.08222307492949586
370,0.09481475133563036,0.21580615641019982,0.09006676711601311
371,0.10629526669629807,0.24335090920890448,0.10851841342675861
372,0.09311659078302857,0.17241188118290351,0.09022477428479851
